City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
121,Brownsville,US,2020-10-27 20:40:43,25.9,-97.5,69.8,64,90,13.87
122,Kaabong,UG,2020-10-27 20:43:46,3.48,34.15,69.46,61,4,11.59
123,Nishihara,JP,2020-10-27 20:43:46,26.18,127.76,73.4,78,20,3.36
124,Birao,CF,2020-10-27 20:43:46,10.28,22.79,78.13,41,0,3.4
125,Nanortalik,GL,2020-10-27 20:43:46,60.14,-45.24,30.83,89,100,3.0
126,Snasa,NO,2020-10-27 20:43:47,64.25,12.38,37.4,93,0,11.41
127,Qaanaaq,GL,2020-10-27 20:43:47,77.48,-69.36,10.44,80,89,13.29
128,Aykhal,RU,2020-10-27 20:43:47,66.0,111.5,-11.65,88,64,5.08
129,Cracow,US,2020-10-27 20:43:47,43.74,-82.82,41.0,80,87,9.17
130,Bredasdorp,ZA,2020-10-27 20:43:47,-34.53,20.04,60.8,82,100,2.24
131,Athabasca,CA,2020-10-27 20:43:47,54.72,-113.29,43.52,72,82,14.83
132,Acapulco,MX,2020-10-27 20:40:05,16.86,-99.89,86.0,74,90,8.05
133,Camacha,PT,2020-10-27 20:43:48,33.08,-16.33,66.2,68,40,8.05
134,Meadow Lake,US,2020-10-27 20:43:48,34.8,-106.54,32.0,89,90,6.93
135,Burnie,AU,2020-10-27 20:43:48,-41.07,145.92,53.01,68,100,8.99
136,Provideniya,RU,2020-10-27 20:43:48,64.38,-173.3,32.0,96,90,6.71
137,Ahuimanu,US,2020-10-27 20:43:49,21.44,-157.84,80.6,74,40,3.36
138,Plaridel,PH,2020-10-27 20:43:49,14.89,120.86,80.6,83,75,3.36
139,Kudahuvadhoo,MV,2020-10-27 20:43:49,2.67,72.89,81.97,78,40,12.66
140,Port Keats,AU,2020-10-27 20:43:49,-14.25,129.55,77.83,77,22,3.4
141,Georgetown,MY,2020-10-27 20:38:55,5.41,100.34,78.8,88,20,4.05
142,Caraguatatuba,BR,2020-10-27 20:43:50,-23.63,-45.49,93.2,25,40,11.41
143,Oranjestad,AW,2020-10-27 20:42:53,12.52,-70.03,86.0,70,40,11.41
144,Mount Gambier,AU,2020-10-27 20:43:50,-37.83,140.77,44.6,100,75,3.36
145,Charters Towers,AU,2020-10-27 20:39:28,-20.1,146.27,73.96,70,41,1.86
146,Kalemie,CD,2020-10-27 20:43:50,-5.95,29.19,73.04,71,60,1.81
147,Shieli,KZ,2020-10-27 20:41:09,44.17,66.75,32.68,80,0,7.47
148,Pisco,PE,2020-10-27 20:43:51,-13.7,-76.22,69.8,68,0,20.8
149,Koslan,RU,2020-10-27 20:43:51,63.46,48.9,37.54,96,100,9.57
150,Fairbanks,US,2020-10-27 20:43:39,64.84,-147.72,28.0,100,90,6.91
151,Saint-Joseph,RE,2020-10-27 20:43:51,-21.37,55.62,73.4,64,75,6.93
152,Khani,GE,2020-10-27 20:43:51,41.96,42.96,69.8,46,0,25.28
153,Sholapur,IN,2020-10-27 20:43:52,17.68,75.92,72.46,71,1,6.71
154,La Quinta,US,2020-10-27 20:40:31,33.66,-116.31,78.8,4,1,6.93
155,Sorong,ID,2020-10-27 20:43:52,-0.88,131.25,79.45,82,100,6.08
156,Chuy,UY,2020-10-27 20:43:52,-33.7,-53.46,61.79,94,100,14.25
157,Salalah,OM,2020-10-27 20:43:52,17.02,54.09,78.8,69,20,4.7
158,Carnarvon,AU,2020-10-27 20:43:53,-24.87,113.63,68.0,77,0,20.8
159,Saint-Pierre,RE,2020-10-27 20:43:53,-21.34,55.48,73.4,64,75,6.93
160,Morehead,US,2020-10-27 20:43:53,37.27,-87.18,62.01,63,90,4.7
161,Barrow,US,2020-10-27 20:40:01,71.29,-156.79,30.2,68,90,14.99
162,Lexington Park,US,2020-10-27 20:43:53,38.27,-76.45,64.4,68,90,5.82
163,Cidreira,BR,2020-10-27 20:43:53,-30.18,-50.21,64.18,81,95,17.18
164,Marrakesh,MA,2020-10-27 20:43:54,31.63,-8.01,66.2,55,0,5.82
165,Fort-Shevchenko,KZ,2020-10-27 20:43:54,44.51,50.26,45.12,58,0,18.19
166,Faanui,PF,2020-10-27 20:43:54,-16.48,-151.75,79.74,82,80,19.66
167,Kieta,PG,2020-10-27 20:43:54,-6.22,155.63,82.13,72,9,1.7
168,Baruun-Urt,MN,2020-10-27 20:43:54,46.68,113.28,25.95,77,0,6.44
169,Vila Franca Do Campo,PT,2020-10-27 20:43:55,37.72,-25.43,64.4,72,75,4.7
170,Moron,AR,2020-10-27 20:43:55,-34.65,-58.62,73.99,40,0,6.93
171,Dalvik,IS,2020-10-27 20:43:55,65.97,-18.53,37.4,59,90,8.05
172,Beyneu,KZ,2020-10-27 20:43:55,45.32,55.2,28.99,85,0,4.18
173,Ambilobe,MG,2020-10-27 20:43:55,-13.2,49.05,72.54,86,1,2.1
174,Dikson,RU,2020-10-27 20:43:55,73.51,80.55,10.71,96,100,16.64
175,Manaure,CO,2020-10-27 20:43:56,11.78,-72.44,85.69,69,80,15.52
176,Kodiak,US,2020-10-27 20:40:40,57.79,-152.41,48.2,49,1,4.7
177,Denpasar,ID,2020-10-27 20:39:21,-8.65,115.22,75.2,88,20,4.7
178,Cabo San Lucas,MX,2020-10-27 20:40:45,22.89,-109.91,84.2,58,20,10.29
179,Troy,US,2020-10-27 20:43:56,42.61,-83.15,39.99,93,90,3.62
180,Yulara,AU,2020-10-27 20:43:56,-25.24,130.99,60.8,31,0,5.82
181,Saint Anthony,US,2020-10-27 20:42:19,45.02,-93.22,34.0,47,1,11.41
182,Thanatpin,MM,2020-10-27 20:43:57,17.21,96.3,78.8,94,40,3.36
183,Boden,SE,2020-10-27 20:43:57,65.83,21.69,39.2,100,90,3.36
184,Lagoa,PT,2020-10-27 20:43:57,39.05,-27.98,62.76,64,100,8.63
185,Kulhudhuffushi,MV,2020-10-27 20:43:57,6.62,73.07,82.08,76,19,7.54
186,Guerrero Negro,MX,2020-10-27 20:43:58,27.98,-114.06,75.13,20,0,21.23
187,Fortuna,US,2020-10-27 20:43:58,40.6,-124.16,72.0,37,1,11.41
188,Samarai,PG,2020-10-27 20:43:58,-10.62,150.67,81.52,83,34,7.87
189,Bouar,CF,2020-10-27 20:43:58,5.93,15.6,67.24,92,96,2.98
190,Tallahassee,US,2020-10-27 20:43:59,30.44,-84.28,82.0,83,90,4.7
191,Collie,AU,2020-10-27 20:43:59,-33.37,116.15,55.0,90,38,2.64
192,Bilma,NE,2020-10-27 20:43:59,18.69,12.92,71.89,22,0,3.2
193,Regina,CA,2020-10-27 20:39:30,50.45,-104.62,51.01,61,90,18.34
194,Luderitz,NA,2020-10-27 20:43:42,-26.65,15.16,58.64,74,25,9.44
195,Chapais,CA,2020-10-27 20:44:00,49.78,-74.85,26.6,63,90,10.29
196,Gamba,GA,2020-10-27 20:44:00,-2.65,10.0,77.58,86,100,6.98
197,Severo-Kurilsk,RU,2020-10-27 20:44:00,50.68,156.12,42.76,85,15,6.17
198,Sao Jose Da Coroa Grande,BR,2020-10-27 20:44:00,-8.9,-35.15,77.83,77,20,13.31
199,Sangmelima,CM,2020-10-27 20:44:01,2.93,11.98,68.74,94,32,1.52
200,Kenai,US,2020-10-27 20:44:01,60.55,-151.26,36.0,92,1,3.36
201,Kavieng,PG,2020-10-27 20:44:01,-2.57,150.8,82.67,69,95,2.44
202,Saint-Philippe,RE,2020-10-27 20:44:01,-21.36,55.77,73.4,64,75,6.93
203,Almaznyy,RU,2020-10-27 20:44:02,48.04,40.05,51.8,50,20,22.37
204,Mayo,US,2020-10-27 20:44:02,38.89,-76.51,64.0,72,1,6.93
205,Bengkulu,ID,2020-10-27 20:43:33,-3.8,102.27,75.72,83,98,4.43
206,Ingham,US,2020-10-27 20:44:02,42.6,-84.38,37.4,93,90,4.41
207,Tabory,RU,2020-10-27 20:44:03,58.52,64.55,19.6,97,44,5.59
208,Bloomingdale,US,2020-10-27 20:44:03,27.89,-82.24,91.4,58,75,5.82
209,Iralaya,HN,2020-10-27 20:44:03,15.0,-83.23,83.17,75,100,8.93
210,Maceio,BR,2020-10-27 20:43:30,-9.67,-35.74,78.8,78,75,16.11
211,Miass,RU,2020-10-27 20:44:04,55.05,60.11,24.67,94,25,7.07
212,Shalya,RU,2020-10-27 20:44:04,57.25,58.73,26.33,92,100,7.92
213,Hithadhoo,MV,2020-10-27 20:44:04,-0.6,73.08,83.43,67,93,9.44
214,Lufilufi,WS,2020-10-27 20:44:04,-13.87,-171.6,86.0,70,40,10.29
215,Nurota,UZ,2020-10-27 20:44:04,40.56,65.69,42.8,60,25,9.17
216,Garden City,US,2020-10-27 20:42:56,42.33,-83.33,42.8,86,90,4.7
217,Bollnas,SE,2020-10-27 20:44:05,61.35,16.39,44.29,87,93,7.96
218,Aquiraz,BR,2020-10-27 20:43:08,-3.9,-38.39,82.4,74,0,12.75
219,La Ronge,CA,2020-10-27 20:44:05,55.1,-105.28,28.4,92,90,6.93
220,Dillon,US,2020-10-27 20:44:06,34.42,-79.37,79.0,57,1,3.36
221,Trudobelikovskiy,RU,2020-10-27 20:44:06,45.27,38.16,57.0,91,13,8.61
222,Rtishchevo,RU,2020-10-27 20:44:06,52.26,43.79,33.12,88,15,8.86
223,Khatanga,RU,2020-10-27 20:43:24,71.97,102.5,-1.46,92,83,11.39
224,Tazovskiy,RU,2020-10-27 20:44:06,67.47,78.7,-3.44,90,0,8.7
225,Tiksi,RU,2020-10-27 20:44:06,71.69,128.87,-1.19,91,50,10.69
226,Vao,NC,2020-10-27 20:44:07,-22.67,167.48,72.95,82,82,18.23
227,Ndjole,GA,2020-10-27 20:44:07,-0.18,10.76,74.44,95,100,3.67
228,Constitucion,CL,2020-10-27 20:44:07,-35.33,-72.42,55.96,60,9,12.15
229,Namibe,AO,2020-10-27 20:44:07,-15.2,12.15,70.25,81,95,6.53
230,Ambon,ID,2020-10-27 20:44:08,-3.7,128.18,80.01,93,71,1.99
231,Husavik,IS,2020-10-27 20:44:08,66.04,-17.34,37.4,59,90,8.05
232,Bela Pod Bezdezem,CZ,2020-10-27 20:44:08,50.5,14.8,42.01,90,31,7.0
233,Bay Roberts,CA,2020-10-27 20:40:56,47.6,-53.26,50.0,100,90,9.17
234,Seoul,KR,2020-10-27 20:43:45,37.57,126.98,57.2,87,75,5.26
235,Fowa,NG,2020-10-27 20:44:09,8.92,6.4,80.11,57,41,2.24
236,Codrington,AU,2020-10-27 20:44:09,-38.27,141.97,52.47,89,80,7.05
237,Geraldton,AU,2020-10-27 20:44:09,-28.77,114.6,62.6,72,90,8.05
238,Iraan,US,2020-10-27 20:44:10,30.91,-101.9,34.0,67,100,7.0
239,Peniche,PT,2020-10-27 20:44:10,39.36,-9.38,61.0,87,95,11.99
240,Kushiro,JP,2020-10-27 20:43:17,42.98,144.37,44.2,81,100,5.26
241,Veraval,IN,2020-10-27 20:44:10,20.9,70.37,78.58,50,0,10.27
242,Fare,PF,2020-10-27 20:44:11,-16.7,-151.02,80.4,81,96,19.57
243,Lavrentiya,RU,2020-10-27 20:44:11,65.58,-171.0,30.56,93,100,10.25
244,Beringovskiy,RU,2020-10-27 20:44:11,63.05,179.32,27.0,92,87,11.79
245,Zyryanka,RU,2020-10-27 20:44:11,65.75,150.85,8.47,90,53,0.45
246,Iqaluit,CA,2020-10-27 20:44:11,63.75,-68.51,17.6,78,90,3.36
247,Bireun,ID,2020-10-27 20:44:12,5.2,96.7,77.04,78,100,4.38
248,Kostomuksha,RU,2020-10-27 20:44:12,64.57,30.58,48.31,94,100,10.25
249,Biltine,TD,2020-10-27 20:44:12,14.53,20.92,83.32,17,0,6.8
250,Misratah,LY,2020-10-27 20:44:12,32.38,15.09,69.98,67,17,21.94
251,Malakwal,PK,2020-10-27 20:44:12,32.55,73.21,66.34,25,0,5.61
252,Kaeo,NZ,2020-10-27 20:44:13,-35.1,173.78,66.99,89,91,5.01
253,Karratha,AU,2020-10-27 20:44:13,-20.74,116.85,67.46,89,76,3.89
254,Dunedin,NZ,2020-10-27 20:41:42,-45.87,170.5,53.01,70,0,14.0
255,Lata,PT,2020-10-27 20:44:13,40.16,-8.33,61.0,93,99,1.01
256,Bosanski Samac,BA,2020-10-27 20:44:13,45.06,18.47,57.0,82,27,3.0
257,Kokopo,PG,2020-10-27 20:44:14,-4.35,152.26,79.48,79,25,5.23
258,Kuldiga,LV,2020-10-27 20:44:15,56.97,21.96,48.2,100,90,5.82
259,Padang,ID,2020-10-27 20:44:15,-0.95,100.35,77.14,73,96,4.03
260,Hirara,JP,2020-10-27 20:44:15,24.8,125.28,76.96,76,20,16.55
261,Soyo,AO,2020-10-27 20:44:15,-6.13,12.37,77.13,87,9,9.64
262,Mocorito,MX,2020-10-27 20:44:16,25.48,-107.92,82.99,38,0,11.01
263,Urrao,CO,2020-10-27 20:44:16,6.32,-76.13,63.0,92,91,3.29
264,Ust-Kuyga,RU,2020-10-27 20:44:16,70.02,135.6,6.4,93,95,3.94
265,Sangar,RU,2020-10-27 20:44:16,63.92,127.47,-4.04,91,82,3.91
266,Colombia,CU,2020-10-27 20:44:16,20.99,-77.43,86.0,70,40,14.99
267,Tuhian,PH,2020-10-27 20:44:17,13.65,122.22,78.01,88,96,4.0
268,Adelanto,US,2020-10-27 20:40:30,34.58,-117.41,66.0,15,0,13.0
269,Zheshart,RU,2020-10-27 20:44:17,62.07,49.57,36.05,96,100,8.66
270,Hay River,CA,2020-10-27 20:44:17,60.82,-115.8,23.0,79,75,13.87
271,Atbasar,KZ,2020-10-27 20:44:17,51.8,68.33,27.95,93,99,19.62
272,Bathsheba,BB,2020-10-27 20:43:39,13.22,-59.52,86.0,74,75,18.34
273,Byron Bay,AU,2020-10-27 20:44:18,-28.65,153.62,64.4,93,75,8.05
274,Tateyama,JP,2020-10-27 20:44:18,34.98,139.87,59.0,77,40,8.05
275,Narsaq,GL,2020-10-27 20:43:26,60.92,-46.05,32.0,97,75,2.24
276,Port Moresby,PG,2020-10-27 20:44:19,-9.44,147.18,77.0,88,75,5.82
277,Dudinka,RU,2020-10-27 20:44:19,69.41,86.18,-4.99,87,0,5.28
278,Roanoke Rapids,US,2020-10-27 20:44:19,36.46,-77.65,71.01,93,90,0.78
279,Bilibino,RU,2020-10-27 20:44:19,68.05,166.44,-2.4,90,87,1.72
280,Coihaique,CL,2020-10-27 20:44:19,-45.58,-72.07,44.6,70,90,4.7
281,Half Moon Bay,US,2020-10-27 20:42:25,37.46,-122.43,73.99,21,5,10.29
282,San Policarpo,PH,2020-10-27 20:44:20,12.18,125.51,79.29,82,75,4.23
283,Vostok,RU,2020-10-27 20:44:20,46.49,135.88,29.84,96,100,2.46
284,Qasigiannguit,GL,2020-10-27 20:44:20,68.82,-51.19,19.4,67,40,2.24
285,Axim,GH,2020-10-27 20:44:20,4.87,-2.24,78.35,86,100,8.99
286,Gornopravdinsk,RU,2020-10-27 20:44:21,60.05,69.9,13.82,96,51,8.19
287,Dingle,PH,2020-10-27 20:44:07,11.0,122.67,75.87,87,80,3.65
288,Pazaric,BA,2020-10-27 20:44:21,43.79,18.16,48.2,100,0,2.24
289,Antofagasta,CL,2020-10-27 20:40:12,-23.65,-70.4,64.4,68,40,13.87
290,Turukhansk,RU,2020-10-27 20:40:10,65.82,87.98,1.76,86,20,14.97
291,San Jose,US,2020-10-27 20:43:00,37.34,-121.89,78.01,11,1,4.7
292,Port Blair,IN,2020-10-27 20:44:22,11.67,92.75,79.45,77,57,3.53
293,Flin Flon,CA,2020-10-27 20:44:22,54.77,-101.86,28.4,79,90,3.36
294,Chokurdakh,RU,2020-10-27 20:44:22,70.63,147.92,11.64,97,100,1.3
295,Rundu,NA,2020-10-27 20:44:22,-17.93,19.77,77.88,21,43,5.82
296,Dubbo,AU,2020-10-27 20:44:23,-32.25,148.62,57.2,76,75,12.75
297,Oranienburg,DE,2020-10-27 20:44:23,52.75,13.23,51.8,66,0,12.75
298,Placerville,US,2020-10-27 20:44:23,38.73,-120.8,71.01,27,0,5.82
299,Biak,ID,2020-10-27 20:44:23,-0.91,122.88,77.27,75,100,3.13
300,Hamilton,US,2020-10-27 20:42:48,39.18,-84.53,53.6,76,90,1.21
301,Salinas,US,2020-10-27 20:42:23,36.68,-121.66,73.4,16,1,3.96
302,Manono,CD,2020-10-27 20:44:24,-7.3,27.42,72.18,81,99,0.94
303,Rudbar,AF,2020-10-27 20:44:24,30.15,62.6,63.3,26,0,7.78
304,Nizwa,OM,2020-10-27 20:44:24,22.93,57.53,64.96,56,3,3.0
305,Kochi,IN,2020-10-27 20:44:24,9.94,76.26,75.2,94,40,5.35
306,Clarence Town,AU,2020-10-27 20:44:25,-32.58,151.78,61.0,93,20,5.82
307,Genhe,CN,2020-10-27 20:44:25,50.78,121.52,20.14,94,94,6.44
